problem,prefix,wave,sigma,n_samples,output_activation,sigma_schedule,sigma_start,sigma_end,sigma_n_epochs,sigma_warmup_epochs,pred_loss_weight,loss_type,lr,n_epochs,patience,val_frac
portfolio-real,sd1_lin_s01to001_w50_lr1e3,50,0.1,5.0,none,linear_decay,0.1,0.01,400.0,50.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s01to001_w50_lr5e3,50,0.1,5.0,none,linear_decay,0.1,0.01,400.0,50.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s03to001_w0_lr1e3,0,0.3,5.0,none,linear_decay,0.3,0.01,400.0,0.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s03to001_w0_lr5e3,0,0.3,5.0,none,linear_decay,0.3,0.01,400.0,0.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s03to001_w20_lr1e3,20,0.3,5.0,none,linear_decay,0.3,0.01,400.0,20.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s03to001_w20_lr5e3,20,0.3,5.0,none,linear_decay,0.3,0.01,400.0,20.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s03to001_w50_lr1e3,50,0.3,5.0,none,linear_decay,0.3,0.01,400.0,50.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s03to001_w50_lr5e3,50,0.3,5.0,none,linear_decay,0.3,0.01,400.0,50.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to001_w0_lr1e3,0,0.5,5.0,none,linear_decay,0.5,0.01,400.0,0.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to001_w0_lr5e3,0,0.5,5.0,none,linear_decay,0.5,0.01,400.0,0.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to001_w20_lr1e3,20,0.5,5.0,none,linear_decay,0.5,0.01,400.0,20.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to001_w20_lr5e3,20,0.5,5.0,none,linear_decay,0.5,0.01,400.0,20.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to001_w50_lr1e3,50,0.5,5.0,none,linear_decay,0.5,0.01,400.0,50.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to001_w50_lr5e3,50,0.5,5.0,none,linear_decay,0.5,0.01,400.0,50.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to005_w0_lr1e3,0,0.5,5.0,none,linear_decay,0.5,0.05,400.0,0.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to005_w0_lr5e3,0,0.5,5.0,none,linear_decay,0.5,0.05,400.0,0.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to005_w20_lr1e3,20,0.5,5.0,none,linear_decay,0.5,0.05,400.0,20.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to005_w20_lr5e3,20,0.5,5.0,none,linear_decay,0.5,0.05,400.0,20.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_lin_s05to005_w50_lr1e3,50,0.5,5.0,none,linear_decay,0.5,0.05,400.0,50.0,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_lin_s05to005_w50_lr5e3,50,0.5,5.0,none,linear_decay,0.5,0.05,400.0,50.0,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_s005_lr1e2,0,0.05,25.0,none,constant,,,,,0.0,regret,0.01,300,40,0.2
portfolio-real,sd1_s005_lr1e3,0,0.05,25.0,none,constant,,,,,0.0,regret,0.001,300,40,0.2
portfolio-real,sd1_s005_lr5e3,0,0.05,25.0,none,constant,,,,,0.0,regret,0.005,300,40,0.2
portfolio-real,sd1_s01_lr1e2,0,0.1,25.0,none,constant,,,,,0.0,regret,0.01,300,40,0.2
portfolio-real,sd1_s01_lr1e3,0,0.1,25.0,none,constant,,,,,0.0,regret,0.001,300,40,0.2
portfolio-real,sd1_s01_lr5e3,0,0.1,25.0,none,constant,,,,,0.0,regret,0.005,300,40,0.2
portfolio-real,sd1_s05_lr1e2,0,0.5,25.0,none,constant,,,,,0.0,regret,0.01,300,40,0.2
portfolio-real,sd1_s05_lr1e3,0,0.5,25.0,none,constant,,,,,0.0,regret,0.001,300,40,0.2
portfolio-real,sd1_s05_lr5e3,0,0.5,25.0,none,constant,,,,,0.0,regret,0.005,300,40,0.2
portfolio-real,sd1_w3_n1_s01_plw01_lr1e3,3,0.1,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s01_plw01_lr5e3,3,0.1,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s01_plw0_lr1e3,3,0.1,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s01_plw0_lr5e3,3,0.1,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s01_plw10_lr1e3,3,0.1,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s01_plw10_lr5e3,3,0.1,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw01_lr1e3,3,0.3,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw01_lr5e3,3,0.3,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw0_lr1e3,3,0.3,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw0_lr5e3,3,0.3,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw10_lr1e3,3,0.3,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s03_plw10_lr5e3,3,0.3,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw01_lr1e3,3,0.5,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw01_lr5e3,3,0.5,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw0_lr1e3,3,0.5,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw0_lr5e3,3,0.5,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw10_lr1e3,3,0.5,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s05_plw10_lr5e3,3,0.5,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw01_lr1e3,3,1.0,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw01_lr5e3,3,1.0,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw0_lr1e3,3,1.0,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw0_lr5e3,3,1.0,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw10_lr1e3,3,1.0,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n1_s10_plw10_lr5e3,3,1.0,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw01_lr1e3,3,0.1,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw01_lr5e3,3,0.1,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw0_lr1e3,3,0.1,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw0_lr5e3,3,0.1,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw10_lr1e3,3,0.1,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s01_plw10_lr5e3,3,0.1,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw01_lr1e3,3,0.3,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw01_lr5e3,3,0.3,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw0_lr1e3,3,0.3,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw0_lr5e3,3,0.3,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw10_lr1e3,3,0.3,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s03_plw10_lr5e3,3,0.3,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw01_lr1e3,3,0.5,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw01_lr5e3,3,0.5,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw0_lr1e3,3,0.5,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw0_lr5e3,3,0.5,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw10_lr1e3,3,0.5,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s05_plw10_lr5e3,3,0.5,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw01_lr1e3,3,1.0,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw01_lr5e3,3,1.0,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw0_lr1e3,3,1.0,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw0_lr5e3,3,1.0,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw10_lr1e3,3,1.0,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w3_n5_s10_plw10_lr5e3,3,1.0,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw01_lr1e3,4,0.01,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw01_lr5e3,4,0.01,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw0_lr1e3,4,0.01,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw0_lr5e3,4,0.01,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw10_lr1e3,4,0.01,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s001_plw10_lr5e3,4,0.01,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw01_lr1e3,4,0.05,1.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw01_lr5e3,4,0.05,1.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw0_lr1e3,4,0.05,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw0_lr5e3,4,0.05,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw10_lr1e3,4,0.05,1.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n1_s005_plw10_lr5e3,4,0.05,1.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw01_lr1e3,4,0.01,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw01_lr5e3,4,0.01,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw0_lr1e3,4,0.01,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw0_lr5e3,4,0.01,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw10_lr1e3,4,0.01,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s001_plw10_lr5e3,4,0.01,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw01_lr1e3,4,0.05,5.0,none,constant,,,,,0.1,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw01_lr5e3,4,0.05,5.0,none,constant,,,,,0.1,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw0_lr1e3,4,0.05,5.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw0_lr5e3,4,0.05,5.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw10_lr1e3,4,0.05,5.0,none,constant,,,,,1.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w4_n5_s005_plw10_lr5e3,4,0.05,5.0,none,constant,,,,,1.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w5_s0_lr1e2,5,0.0,1.0,none,constant,,,,,0.0,regret,0.01,400,80,0.2
portfolio-real,sd1_w5_s0_lr1e3,5,0.0,1.0,none,constant,,,,,0.0,regret,0.001,400,80,0.2
portfolio-real,sd1_w5_s0_lr1e4,5,0.0,1.0,none,constant,,,,,0.0,regret,0.0001,400,80,0.2
portfolio-real,sd1_w5_s0_lr5e3,5,0.0,1.0,none,constant,,,,,0.0,regret,0.005,400,80,0.2
portfolio-real,sd1_w5_s0_lr5e4,5,0.0,1.0,none,constant,,,,,0.0,regret,0.0005,400,80,0.2
portfolio-real,smoke_sd,0,,,none,constant,,,,,0.0,regret,0.01,10,40,0.2
